shortcode,post_url,username,text,created_at,text_clean,text_norm,tokens,tokens_clean,tokens_stem,final_text,label_emosi,text_length
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,naufal_agus99,Bu kofifa ae,,bu kofifa ae,bu kofifa saja,"['bu', 'kofifa', 'saja']","['bu', 'kofifa']","['bu', 'kofifa']",bu kofifa,netral,2
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,lukman_dragster,Kanan.... Kanan... Kanan... Krn usulanmu gak ada perubahan 😂😂😂😂😂,,kanan kanan kanan krn usulanmu gak ada perubahan,kanan kanan kanan karena usulanmu tidak ada perubahan,"['kanan', 'kanan', 'kanan', 'karena', 'usulanmu', 'tidak', 'ada', 'perubahan']","['kanan', 'kanan', 'kanan', 'usulanmu', 'perubahan']","['kanan', 'kanan', 'kanan', 'usul', 'ubah']",kanan kanan kanan usul ubah,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,distri.budi.feri,Ibu Risma pilihanku....🤟🤟🤟,,ibu risma pilihanku,ibu risma pilihanku,"['ibu', 'risma', 'pilihanku']","['risma', 'pilihanku']","['risma', 'pilih']",risma pilih,netral,2
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,pakboy69,Pasangan No. 1 insya Allah terpilih sebagai gubernur dan wakil gubenur 🔥🔥🔥,,pasangan no insya allah terpilih sebagai gubernur dan wakil gubenur,pasangan tidak insya allah terpilih sebagai gubernur dan wakil gubenur,"['pasangan', 'tidak', 'insya', 'allah', 'terpilih', 'sebagai', 'gubernur', 'dan', 'wakil', 'gubenur']","['pasangan', 'insya', 'allah', 'terpilih', 'gubernur', 'wakil', 'gubenur']","['pasang', 'insya', 'allah', 'pilih', 'gubernur', 'wakil', 'gubenur']",pasang insya allah pilih gubernur wakil gubenur,netral,7
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,bahtiar8105,3 untuk bu risma🔥🔥🔥 bu khofifah jawa timur blas ra enek gebrakan,,untuk bu risma bu khofifah jawa timur blas ra enek gebrakan,untuk bu risma bu khofifah jawa timur blas ra enek gebrakan,"['untuk', 'bu', 'risma', 'bu', 'khofifah', 'jawa', 'timur', 'blas', 'ra', 'enek', 'gebrakan']","['bu', 'risma', 'bu', 'khofifah', 'jawa', 'timur', 'blas', 'ra', 'enek', 'gebrakan']","['bu', 'risma', 'bu', 'khofifah', 'jawa', 'timur', 'blas', 'ra', 'enek', 'gebrak']",bu risma bu khofifah jawa timur blas ra enek gebrak,netral,10
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,alifietitieks,bu risma gus hans bismillah Gazz Jatim 1🔥🔥🔥,,bu risma gus hans bismillah gazz jatim,bu risma gus hans bismillah gazz jatim,"['bu', 'risma', 'gus', 'hans', 'bismillah', 'gazz', 'jatim']","['bu', 'risma', 'gus', 'hans', 'bismillah', 'gazz', 'jatim']","['bu', 'risma', 'gus', 'hans', 'bismillah', 'gazz', 'jatim']",bu risma gus hans bismillah gazz jatim,netral,7
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,alifietitieks,LAGUNE MINNN KIMINNN,,lagune minnn kiminnn,lagune minnn kiminnn,"['lagune', 'minnn', 'kiminnn']","['lagune', 'minnn', 'kiminnn']","['lagune', 'minnn', 'kiminnn']",lagune minnn kiminnn,netral,3
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,fikricabello_,sorry tusey bu kopipa makan gabut wkwkwk,,sorry tusey bu kopipa makan gabut wkwkwk,sorry tusey bu kopipa makan gabut wkwkwk,"['sorry', 'tusey', 'bu', 'kopipa', 'makan', 'gabut', 'wkwkwk']","['sorry', 'tusey', 'bu', 'kopipa', 'makan', 'gabut', 'wkwkwk']","['sorry', 'tusey', 'bu', 'kopipa', 'makan', 'gabut', 'wkwkwk']",sorry tusey bu kopipa makan gabut wkwkwk,netral,7
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,bintirodhotul,Bismillah bu risma aj.. 😁😁,,bismillah bu risma aj,bismillah bu risma saja,"['bismillah', 'bu', 'risma', 'saja']","['bismillah', 'bu', 'risma']","['bismillah', 'bu', 'risma']",bismillah bu risma,netral,3
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,donie.17,@elaktrisnawati sama mbak kab malang ga merasakan apapun,,sama mbak kab malang ga merasakan apapun,sama mbak kab malang tidak merasakan apapun,"['sama', 'mbak', 'kab', 'malang', 'tidak', 'merasakan', 'apapun']","['mbak', 'kab', 'malang', 'merasakan', 'apapun']","['mbak', 'kab', 'malang', 'rasa', 'apa']",mbak kab malang rasa apa,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,donie.17,Bu risma donk yaaa wajibb,,bu risma donk yaaa wajibb,bu risma dong yaaa wajibb,"['bu', 'risma', 'dong', 'yaaa', 'wajibb']","['bu', 'risma', 'yaaa', 'wajibb']","['bu', 'risma', 'yaaa', 'wajibb']",bu risma yaaa wajibb,netral,4
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,resikresikjawatimur,"Bu Risma Gus Hans! Integritasnya boleh diadu, visi misinya jelas!❤️👏",,bu risma gus hans integritasnya boleh diadu visi misinya jelas,bu risma gus hans integritasnya boleh diadu visi misinya jelas,"['bu', 'risma', 'gus', 'hans', 'integritasnya', 'boleh', 'diadu', 'visi', 'misinya', 'jelas']","['bu', 'risma', 'gus', 'hans', 'integritasnya', 'diadu', 'visi', 'misinya']","['bu', 'risma', 'gus', 'hans', 'integritas', 'adu', 'visi', 'misi']",bu risma gus hans integritas adu visi misi,netral,8
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,anisbillymakeup27,Kenapa seh pak emil nggk sama Bu risma aja,,kenapa seh pak emil nggk sama bu risma aja,kenapa seh pak emil tidak sama bu risma saja,"['kenapa', 'seh', 'pak', 'emil', 'tidak', 'sama', 'bu', 'risma', 'saja']","['seh', 'emil', 'bu', 'risma']","['seh', 'emil', 'bu', 'risma']",seh emil bu risma,netral,4
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,resikresikjawatimur,"@awakfirmansyah liat track record kerjaan 40%, debat 20% sisanya langsung jatuhkan pilihan ke no 3!😁",,liat track record kerjaan debat sisanya langsung jatuhkan pilihan ke no,liat track record kerjaan debat sisanya langsung jatuhkan pilihan ke tidak,"['liat', 'track', 'record', 'kerjaan', 'debat', 'sisanya', 'langsung', 'jatuhkan', 'pilihan', 'ke', 'tidak']","['liat', 'track', 'record', 'kerjaan', 'debat', 'sisanya', 'langsung', 'jatuhkan', 'pilihan']","['liat', 'track', 'record', 'kerja', 'debat', 'sisa', 'langsung', 'jatuh', 'pilih']",liat track record kerja debat sisa langsung jatuh pilih,netral,9
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,resikresikjawatimur,"@arifdarmawan__ tidak usah bingung, ke 3 nya TOP!",,tidak usah bingung ke nya top,tidak usah bingung ke nya top,"['tidak', 'usah', 'bingung', 'ke', 'nya', 'top']","['bingung', 'nya', 'top']","['bingung', 'nya', 'top']",bingung nya top,netral,3
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,muhammadsaifulasror,Pannghh risma,,pannghh risma,pannghh risma,"['pannghh', 'risma']","['pannghh', 'risma']","['pannghh', 'risma']",pannghh risma,netral,2
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,setup._.exe,Prediksi no 1 hiburan ben rame😂,,prediksi no hiburan ben rame,prediksi tidak hiburan agar rame,"['prediksi', 'tidak', 'hiburan', 'agar', 'rame']","['prediksi', 'hiburan', 'rame']","['prediksi', 'hibur', 'rame']",prediksi hibur rame,netral,3
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,intan_nizma_adilla,Peh saingane pak emil abuot😢@emildardak,,peh saingane pak emil abuot,peh saingane pak emil abuot,"['peh', 'saingane', 'pak', 'emil', 'abuot']","['peh', 'saingane', 'emil', 'abuot']","['peh', 'saingane', 'emil', 'abuot']",peh saingane emil abuot,netral,4
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,caksentolop,Maxwin make arek² bu risma--->>>>,,maxwin make arek bu risma,maxwin make arek bu risma,"['maxwin', 'make', 'arek', 'bu', 'risma']","['maxwin', 'make', 'arek', 'bu', 'risma']","['maxwin', 'make', 'arek', 'bu', 'risma']",maxwin make arek bu risma,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aniksuratmi,"Alhamdulillah, alhamdulillah, alhamdulillah, ALLAHHUAKBAR, no3❤️❤️❤️❤️❤️",,alhamdulillah alhamdulillah alhamdulillah allahhuakbar no,alhamdulillah alhamdulillah alhamdulillah allahhuakbar tidak,"['alhamdulillah', 'alhamdulillah', 'alhamdulillah', 'allahhuakbar', 'tidak']","['alhamdulillah', 'alhamdulillah', 'alhamdulillah', 'allahhuakbar']","['alhamdulillah', 'alhamdulillah', 'alhamdulillah', 'allahhuakbar']",alhamdulillah alhamdulillah alhamdulillah allahhuakbar,joy,4
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,mansinyom,Kofifah aja,,kofifah aja,kofifah saja,"['kofifah', 'saja']",['kofifah'],['kofifah'],kofifah,netral,1
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,fajar_suhartanto,"Sing pasti aku ndukung yg bukan pendukungnya fufufafa, Ibu Risma pilihanku semoga berhasil mimpin Jatim",,sing pasti aku ndukung yg bukan pendukungnya fufufafa ibu risma pilihanku semoga berhasil mimpin jatim,yang pasti saya ndukung yang bukan pendukungnya fufufafa ibu risma pilihanku semoga berhasil mimpin jatim,"['yang', 'pasti', 'saya', 'ndukung', 'yang', 'bukan', 'pendukungnya', 'fufufafa', 'ibu', 'risma', 'pilihanku', 'semoga', 'berhasil', 'mimpin', 'jatim']","['ndukung', 'pendukungnya', 'fufufafa', 'risma', 'pilihanku', 'semoga', 'berhasil', 'mimpin', 'jatim']","['ndukung', 'dukung', 'fufufafa', 'risma', 'pilih', 'moga', 'hasil', 'mimpin', 'jatim']",ndukung dukung fufufafa risma pilih moga hasil mimpin jatim,netral,9
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,99andika18,@desta_triii bu risma mashok ki,,bu risma mashok ki,bu risma masuk ki,"['bu', 'risma', 'masuk', 'ki']","['bu', 'risma', 'masuk', 'ki']","['bu', 'risma', 'masuk', 'ki']",bu risma masuk ki,netral,4
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,triecahya9,NO 3 ANDALAN POKOK EE 😂😂 TIDAK KELAIN HATI 🤭,,no andalan pokok ee tidak kelain hati,tidak andalan pokok ee tidak kelain hati,"['tidak', 'andalan', 'pokok', 'ee', 'tidak', 'kelain', 'hati']","['andalan', 'pokok', 'ee', 'kelain', 'hati']","['andal', 'pokok', 'ee', 'lain', 'hati']",andal pokok ee lain hati,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,dedyardhany_87,Risma mawon,,risma mawon,risma mawon,"['risma', 'mawon']","['risma', 'mawon']","['risma', 'mawon']",risma mawon,netral,2
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,ibnu_computer_fotokopi,"Positif otomatis bu risma, kalau bu kofifah maaf masalah tambang mas trenggalek saja gak jelas",,positif otomatis bu risma kalau bu kofifah maaf masalah tambang mas trenggalek saja gak jelas,positif otomatis bu risma kalau bu kofifah maaf masalah tambang mas trenggalek saja tidak jelas,"['positif', 'otomatis', 'bu', 'risma', 'kalau', 'bu', 'kofifah', 'maaf', 'masalah', 'tambang', 'mas', 'trenggalek', 'saja', 'tidak', 'jelas']","['positif', 'otomatis', 'bu', 'risma', 'bu', 'kofifah', 'maaf', 'tambang', 'mas', 'trenggalek']","['positif', 'otomatis', 'bu', 'risma', 'bu', 'kofifah', 'maaf', 'tambang', 'mas', 'trenggalek']",positif otomatis bu risma bu kofifah maaf tambang mas trenggalek,netral,10
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,irtacahayanti,Bu risma salangheo🌹,,bu risma salangheo,bu risma salangheo,"['bu', 'risma', 'salangheo']","['bu', 'risma', 'salangheo']","['bu', 'risma', 'salangheo']",bu risma salangheo,netral,3
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,asa.rdefndy,Gasuka pdi tapi suka bu risma,,gasuka pdi tapi suka bu risma,gasuka pdi tetapi suka bu risma,"['gasuka', 'pdi', 'tetapi', 'suka', 'bu', 'risma']","['gasuka', 'pdi', 'suka', 'bu', 'risma']","['gasuka', 'pdi', 'suka', 'bu', 'risma']",gasuka pdi suka bu risma,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,dara_vio,Rimaaa🔥🔥🔥 maaf bu Khofifah.. kebanyakan kerja karena media wkwkw.. ta0i terimakasih sydah memimpin,,rimaaa maaf bu khofifah kebanyakan kerja karena media wkwkw tai terimakasih sydah memimpin,rimaaa maaf bu khofifah kebanyakan kerja karena media wkwkw tai terima kasih sydah memimpin,"['rimaaa', 'maaf', 'bu', 'khofifah', 'kebanyakan', 'kerja', 'karena', 'media', 'wkwkw', 'tai', 'terima', 'kasih', 'sydah', 'memimpin']","['rimaaa', 'maaf', 'bu', 'khofifah', 'kebanyakan', 'kerja', 'media', 'wkwkw', 'tai', 'terima', 'kasih', 'sydah', 'memimpin']","['rimaaa', 'maaf', 'bu', 'khofifah', 'banyak', 'kerja', 'media', 'wkwkw', 'tai', 'terima', 'kasih', 'sydah', 'pimpin']",rimaaa maaf bu khofifah banyak kerja media wkwkw tai terima kasih sydah pimpin,joy,13
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,dara_vio,@tuti_sheilla iyaaaa loh😢😢😢 wakil nya kenapa yang gag tau gimana bionya,,iyaaaa loh wakil nya kenapa yang gag tau gimana bionya,iyaaaa loh wakil nya kenapa yang tidak tahu bagaimana bionya,"['iyaaaa', 'loh', 'wakil', 'nya', 'kenapa', 'yang', 'tidak', 'tahu', 'bagaimana', 'bionya']","['iyaaaa', 'loh', 'wakil', 'nya', 'bionya']","['iyaaaa', 'loh', 'wakil', 'nya', 'bionya']",iyaaaa loh wakil nya bionya,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,raziqhanan2728,Kolipah 😂,,kolipah,kolipah,['kolipah'],['kolipah'],['kolipah'],kolipah,netral,1
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,zia_queenela2701,"No 1 mirip wong meduro.nomor ke dua dri malang,nomor 3 love polll.ttp milih 3",,no mirip wong meduronomor ke dua dri malangnomor love polllttp milih,tidak mirip wong meduronomor ke dua dari    malangnomor cinta polllttp milih,"['tidak', 'mirip', 'wong', 'meduronomor', 'ke', 'dua', 'dari', 'malangnomor', 'cinta', 'polllttp', 'milih']","['meduronomor', 'malangnomor', 'cinta', 'polllttp', 'milih']","['meduronomor', 'malangnomor', 'cinta', 'polllttp', 'milih']",meduronomor malangnomor cinta polllttp milih,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,borneoo.22,Emak.e JATIM Yo jelas no 2 no. No 1 dan 3 sori yee gak Kenal q 😂,,emake jatim yo jelas no no no dan sori yee gak kenal q,emake jatim yo jelas tidak tidak tidak dan sori yee tidak kenal aku,"['emake', 'jatim', 'yo', 'jelas', 'tidak', 'tidak', 'tidak', 'dan', 'sori', 'yee', 'tidak', 'kenal', 'aku']","['emake', 'jatim', 'yo', 'sori', 'yee', 'kenal']","['emake', 'jatim', 'yo', 'sori', 'yee', 'kenal']",emake jatim yo sori yee kenal,netral,6
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,nofasigit27,mak e arek² no 3,,mak e arek no,mak e arek tidak,"['mak', 'e', 'arek', 'tidak']","['mak', 'e', 'arek']","['mak', 'e', 'arek']",mak e arek,netral,3
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,official_dj_rhandy,All in No.3 TOK IBU E SURABAYA IKU BU RISMA 🔥🔥🔥,,all in no tok ibu e surabaya iku bu risma,all in tidak tok ibu e surabaya iku bu risma,"['all', 'in', 'tidak', 'tok', 'ibu', 'e', 'surabaya', 'iku', 'bu', 'risma']","['tok', 'e', 'surabaya', 'iku', 'bu', 'risma']","['tok', 'e', 'surabaya', 'iku', 'bu', 'risma']",tok e surabaya iku bu risma,netral,6
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,official_dj_rhandy,@achmad.mahrus99 setuju ga onok prubahan blass😂😂😂 iling jamane car freeday di trabas gawe mobil dinas😂😂,,mahrus setuju ga onok prubahan blass iling jamane car freeday di trabas gawe mobil dinas,mahrus setuju tidak onok prubahan blass iling jamane car freeday di trabas menggunakan mobil dinas,"['mahrus', 'setuju', 'tidak', 'onok', 'prubahan', 'blass', 'iling', 'jamane', 'car', 'freeday', 'di', 'trabas', 'menggunakan', 'mobil', 'dinas']","['mahrus', 'setuju', 'onok', 'prubahan', 'blass', 'iling', 'jamane', 'car', 'freeday', 'trabas', 'mobil', 'dinas']","['mahrus', 'tuju', 'onok', 'prubahan', 'blass', 'iling', 'jamane', 'car', 'freeday', 'trabas', 'mobil', 'dinas']",mahrus tuju onok prubahan blass iling jamane car freeday trabas mobil dinas,netral,12
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,imah.1972,No.3 Bu Risma,,no bu risma,tidak bu risma,"['tidak', 'bu', 'risma']","['bu', 'risma']","['bu', 'risma']",bu risma,netral,2
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,sholahuddinsholahuddin,Keren min gk disertakan Gelarnya ... Eh ada yg pgn 2 periode Paslon satu gk Tercantum gelar eh yg satu full gelar,,keren min gk disertakan gelarnya eh ada yg pgn periode paslon satu gk tercantum gelar eh yg satu full gelar,keren admin tidak disertakan gelarnya eh ada yang pgn periode pasangan calon satu tidak tercantum gelar eh yang satu full gelar,"['keren', 'admin', 'tidak', 'disertakan', 'gelarnya', 'eh', 'ada', 'yang', 'pgn', 'periode', 'pasangan', 'calon', 'satu', 'tidak', 'tercantum', 'gelar', 'eh', 'yang', 'satu', 'full', 'gelar']","['keren', 'admin', 'disertakan', 'gelarnya', 'eh', 'pgn', 'periode', 'pasangan', 'calon', 'tercantum', 'gelar', 'eh', 'full', 'gelar']","['keren', 'admin', 'serta', 'gelar', 'eh', 'pgn', 'periode', 'pasang', 'calon', 'cantum', 'gelar', 'eh', 'full', 'gelar']",keren admin serta gelar eh pgn periode pasang calon cantum gelar eh full gelar,netral,14
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,sakha_corner,Kenapa haji bolot gk nyalonkan sih pdahal mau tk pilih,,kenapa haji bolot gk nyalonkan sih pdahal mau tk pilih,kenapa haji bolot tidak nyalonkan sih pdahal mau tk pilih,"['kenapa', 'haji', 'bolot', 'tidak', 'nyalonkan', 'sih', 'pdahal', 'mau', 'tk', 'pilih']","['haji', 'bolot', 'nyalonkan', 'sih', 'pdahal', 'tk', 'pilih']","['haji', 'bolot', 'nyalonkan', 'sih', 'pdahal', 'tk', 'pilih']",haji bolot nyalonkan sih pdahal tk pilih,netral,7
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,endhy_roema,Bu risma siihh,,bu risma siihh,bu risma siihh,"['bu', 'risma', 'siihh']","['bu', 'risma', 'siihh']","['bu', 'risma', 'siihh']",bu risma siihh,netral,3
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,jefri_relawan_kip,Khofifah Emil Tetap gubernur jatim Dilanjutkan 2 Periode,,khofifah emil tetap gubernur jatim dilanjutkan periode,khofifah emil tetap gubernur jatim dilanjutkan periode,"['khofifah', 'emil', 'tetap', 'gubernur', 'jatim', 'dilanjutkan', 'periode']","['khofifah', 'emil', 'gubernur', 'jatim', 'dilanjutkan', 'periode']","['khofifah', 'emil', 'gubernur', 'jatim', 'lanjut', 'periode']",khofifah emil gubernur jatim lanjut periode,netral,6
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,masj992,Pilih Senk seneng horeg AE panggahan😂,,pilih senk seneng horeg ae panggahan,pilih senk seneng horeg saja panggahan,"['pilih', 'senk', 'seneng', 'horeg', 'saja', 'panggahan']","['pilih', 'senk', 'seneng', 'horeg', 'panggahan']","['pilih', 'senk', 'neng', 'horeg', 'panggahan']",pilih senk neng horeg panggahan,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,beo7866,No 3 bu Risma.tak peduli dengan partainya,,no bu rismatak peduli dengan partainya,tidak bu rismatak peduli dengan partainya,"['tidak', 'bu', 'rismatak', 'peduli', 'dengan', 'partainya']","['bu', 'rismatak', 'peduli', 'partainya']","['bu', 'rismatak', 'peduli', 'partai']",bu rismatak peduli partai,netral,4
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,maskurhadi92,Menyala bu risma🔥🔥🔥,,menyala bu risma,menyala bu risma,"['menyala', 'bu', 'risma']","['menyala', 'bu', 'risma']","['nyala', 'bu', 'risma']",nyala bu risma,netral,3
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,shint4monica,Ku pilih Bu Risma ku doa kn smoga Bu Risma slalu amanah 🤲,,ku pilih bu risma ku doa kn smoga bu risma slalu amanah,ku pilih bu risma ku doa kn semoga bu risma selalu amanah,"['ku', 'pilih', 'bu', 'risma', 'ku', 'doa', 'kn', 'semoga', 'bu', 'risma', 'selalu', 'amanah']","['ku', 'pilih', 'bu', 'risma', 'ku', 'doa', 'kn', 'semoga', 'bu', 'risma', 'amanah']","['ku', 'pilih', 'bu', 'risma', 'ku', 'doa', 'kn', 'moga', 'bu', 'risma', 'amanah']",ku pilih bu risma ku doa kn moga bu risma amanah,netral,11
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,adisucipto_401,Wayahe Mak e arek2 kembali mimpin 👏👏,,wayahe mak e arek kembali mimpin,wayahe mak e arek kembali mimpin,"['wayahe', 'mak', 'e', 'arek', 'kembali', 'mimpin']","['wayahe', 'mak', 'e', 'arek', 'mimpin']","['wayahe', 'mak', 'e', 'arek', 'mimpin']",wayahe mak e arek mimpin,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,endri_haryono,"Kalau pengen lebih baik sih harusnya bu Risma sih...tapi kalau menang backingan ,ya pilih Bu Khofifah",,kalau pengen lebih baik sih harusnya bu risma sihtapi kalau menang backingan ya pilih bu khofifah,kalau pengen lebih baik sih harusnya bu risma sihtapi kalau menang backingan ya pilih bu khofifah,"['kalau', 'pengen', 'lebih', 'baik', 'sih', 'harusnya', 'bu', 'risma', 'sihtapi', 'kalau', 'menang', 'backingan', 'ya', 'pilih', 'bu', 'khofifah']","['pengen', 'sih', 'bu', 'risma', 'sihtapi', 'menang', 'backingan', 'ya', 'pilih', 'bu', 'khofifah']","['ken', 'sih', 'bu', 'risma', 'sihtapi', 'menang', 'backingan', 'ya', 'pilih', 'bu', 'khofifah']",ken sih bu risma sihtapi menang backingan ya pilih bu khofifah,netral,11
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,teguhyuniawan,Tata cara pencoblosan.... 1. Dibuka 2. Dicoblos 3. Ditutup 🔥🔥🔥🔥,,tata cara pencoblosan dibuka dicoblos ditutup,tata cara pencoblosan dibuka dicoblos ditutup,"['tata', 'cara', 'pencoblosan', 'dibuka', 'dicoblos', 'ditutup']","['tata', 'pencoblosan', 'dibuka', 'dicoblos', 'ditutup']","['tata', 'coblos', 'buka', 'coblos', 'tutup']",tata coblos buka coblos tutup,netral,5
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,miahanna14,"Krn ada bu Risma , saya pilih 👌",,krn ada bu risma saya pilih,karena ada bu risma saya pilih,"['karena', 'ada', 'bu', 'risma', 'saya', 'pilih']","['bu', 'risma', 'pilih']","['bu', 'risma', 'pilih']",bu risma pilih,netral,3
,https://www.instagram.com/p/DAQWH8fPoCl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,miahanna14,@tuti_sheilla iya bener 👏🔥,,iya bener,iya benar,"['iya', 'benar']",['iya'],['iya'],iya,netral,1
